Pdt,stream,treatment,GPP_L95per,GPP_median,GPP_U95per,ER_L95per,ER_median,ER_U95per,LightPerDay,meanTemp,meanQds,meanDepthM,meanWidthM,pmax,alpha,julian,one_over_kT,monthday,P_R,NEP
7/30/16,st6,phosphorus,7.431838962,10.98376278,14.6671518,-16.24476705,-10.8137625,-5.55654866,4629782376,16.18082333,0.008796794,0.038255919,1.12,0.096892837,4.74E-06,212,40.10814326,30-Jul,1.015720734,0.17000028
7/31/16,st6,phosphorus,8.416769791,12.5209927,16.46029368,-21.03092664,-14.42698195,-7.763663279,3730371042,15.95161747,0.0092528,0.039993652,1.12,0.110146068,4.98E-06,213,40.13994184,31-Jul,0.867887181,-1.90598925
8/1/16,st6,phosphorus,7.414110177,10.6814442,14.04216842,-20.96067676,-14.50983797,-7.278924609,2031695805,16.14762387,0.009271812,0.040080641,1.12,0.134028555,4.02E-06,214,40.11274602,1-Aug,0.736151859,-3.82839377
8/2/16,st6,phosphorus,8.537320244,12.13502369,16.13646207,-16.09522449,-10.7861994,-5.787328239,3509787168,16.48316294,0.008389597,0.03707856,1.12,0.123174559,2.69E-06,215,40.06627554,2-Aug,1.125050932,1.34882429
8/3/16,st6,phosphorus,7.741647685,10.85690064,13.95493186,-15.93658803,-10.98964318,-5.316776319,3110667892,15.99317178,0.008198403,0.036391592,1.12,0.112206267,3.02E-06,216,40.13417311,3-Aug,0.987921124,-0.13274254
8/4/16,st6,phosphorus,8.266118713,12.66811768,16.65373905,-18.0220396,-12.16464846,-6.521747658,4848048153,16.01570796,0.008689197,0.038116019,1.12,0.127311005,2.25E-06,217,40.13104525,4-Aug,1.041387897,0.50346922
8/5/16,st6,phosphorus,6.845107284,9.942508483,12.95981887,-16.58302733,-11.36276918,-6.059039634,1798718735,15.97707525,0.00786914,0.035136185,1.12,0.110039532,3.82E-06,218,40.1364075,5-Aug,0.87500752,-1.420260697
8/6/16,st6,phosphorus,8.971201493,13.14142439,17.402684,-21.54987839,-14.91709607,-7.673121665,2986612687,16.06797813,0.00873531,0.038096954,1.12,0.12614486,5.61E-06,219,40.12379239,6-Aug,0.880963984,-1.77567168
8/7/16,st6,phosphorus,17.86845737,24.01873519,30.79142309,-40.13267208,-27.70933407,-14.56470416,4550543103,16.13439261,0.011805195,0.047824079,1.12,0.205371698,5.99E-06,220,40.11458069,7-Aug,0.866810264,-3.69059888
8/8/16,st6,phosphorus,18.26362826,25.63568381,32.6935319,-44.20026955,-29.92332598,-16.13374493,2786277162,16.14425837,0.012764939,0.050335951,1.12,0.226424059,6.51E-06,221,40.11321267,8-Aug,0.85671238,-4.28764217
6/5/17,st6,nitrogen,10.82740054,17.41402265,23.65118327,-47.34476602,-32.25979055,-17.46037929,2933257237,13.63934262,0.024428096,0.076398483,0.98,0.079136129,2.55E-06,156,40.46357513,5-Jun,0.539805819,-14.8457679
6/6/17,st6,nitrogen,14.04916846,22.72153257,30.55329215,-33.02342914,-22.31981342,-11.10195218,3875612558,13.36433148,0.022437303,0.074582297,0.98,0.114216031,2.48E-06,157,40.50241414,6-Jun,1.01799832,0.40171915
6/7/17,st6,nitrogen,14.63179528,23.91441554,33.09727554,-34.49177623,-22.7407391,-11.84635857,4399152870,12.94551462,0.020701441,0.072875203,0.98,0.105913663,6.44E-06,158,40.56170586,7-Jun,1.051611183,1.17367644
6/8/17,st6,nitrogen,16.09412759,25.70478123,35.28189472,-30.79809645,-20.15912544,-10.69066175,5927437537,13.0158085,0.017912175,0.069901616,0.98,0.124295958,6.16E-06,159,40.55174226,8-Jun,1.275094066,5.54565579
6/9/17,st6,nitrogen,12.92263107,19.27555895,25.4357683,-26.46949774,-17.81109513,-10.06688015,4782539781,13.52319582,0.014907808,0.066482206,0.98,0.123615583,2.66E-06,160,40.47996911,9-Jun,1.082221998,1.46446382
6/10/17,st6,nitrogen,10.36710489,16.12736771,21.71497243,-27.19928948,-18.52921001,-9.669915139,3264516533,13.70750743,0.01443513,0.065893211,0.98,0.118296466,3.25E-06,161,40.45395993,10-Jun,0.870375353,-2.4018423
6/11/17,st6,nitrogen,12.52923487,20.08395082,27.3794252,-24.31378158,-16.74162064,-8.980190412,6550824365,13.98051266,0.014941854,0.066516945,0.98,0.106095095,4.92E-06,162,40.41549609,11-Jun,1.199641973,3.34233018
6/12/17,st6,nitrogen,13.28043643,21.02725063,27.48351162,-27.16870858,-18.44252799,-9.635520825,4700543247,14.0766669,0.014456175,0.06592303,0.98,0.12542115,3.92E-06,163,40.40196628,12-Jun,1.140150127,2.58472264
6/13/17,st6,nitrogen,10.90789759,16.54600804,22.01124693,-30.12643978,-20.8921583,-10.26772883,2201825996,14.10510232,0.014493789,0.065978938,0.98,0.162122103,3.19E-06,164,40.39796688,13-Jun,0.791972175,-4.34615026
6/14/17,st6,nitrogen,14.5565872,21.54507888,28.24498905,-31.88175739,-22.06776242,-12.11389379,3873992359,14.20211487,0.015203131,0.066874017,0.98,0.140604907,3.98E-06,165,40.38432818,14-Jun,0.976314611,-0.52268354
6/15/17,st6,nitrogen,12.63775059,19.49672142,25.62252076,-36.13289477,-24.43136703,-13.51938924,1580759078,14.00527073,0.015608952,0.067372176,0.98,0.175409167,4.56E-06,166,40.41201153,15-Jun,0.798020078,-4.93464561
6/16/17,st6,nitrogen,8.67503254,13.83753317,18.25812941,-34.40729842,-24.1693295,-13.9939525,646559648.3,13.64074994,0.015957929,0.067779518,0.98,0.091649418,9.55E-06,167,40.46337657,16-Jun,0.572524495,-10.33179633
6/17/17,st6,nitrogen,17.81871619,25.99330549,33.58763821,-36.85880057,-25.751986,-14.65560451,2192729849,13.80334274,0.016428519,0.068338515,0.98,0.230724203,4.89E-06,168,40.44044931,17-Jun,1.009370908,0.24131949
6/18/17,st6,nitrogen,16.65481522,23.9807448,31.60801985,-42.79608638,-30.29347342,-17.32478112,2271768615,13.68849617,0.017664965,0.069755289,0.98,0.182223517,4.99E-06,169,40.45664116,18-Jun,0.791614235,-6.31272862
6/19/17,st6,nitrogen,24.88357193,35.90938147,47.02198411,-46.42939983,-32.15054854,-18.75962745,2311722198,14.24319603,0.018742776,0.070926874,0.98,0.192106352,8.31E-06,170,40.37855548,19-Jun,1.116913493,3.75883293
6/20/17,st6,nitrogen,10.01293643,15.83376744,21.78719806,-53.56847664,-37.38629242,-20.94539844,536670934.2,13.19847238,0.02266379,0.074643718,0.98,0.102324472,8.91E-06,171,40.525874,20-Jun,0.423517991,-21.55252498
6/21/17,st6,nitrogen,18.32473212,26.5957221,36.18769842,-52.08037082,-36.18702968,-19.53014178,1691993905,12.97295164,0.027488324,0.07887092,0.98,0.162186815,5.14E-06,172,40.5578163,21-Jun,0.734951786,-9.59130758
6/22/17,st6,nitrogen,32.19502749,45.81002215,59.43404816,-47.72881965,-31.49008295,-16.47722428,3555679876,13.91109436,0.023115831,0.075197206,0.98,0.313189263,3.93E-06,173,40.42526953,22-Jun,1.45474441,14.3199392
6/23/17,st6,nitrogen,25.7980875,37.75065549,49.22820849,-47.54793467,-33.41716755,-19.35325428,2152304320,13.70042328,0.022430715,0.074503089,0.98,0.194953481,6.03E-06,174,40.45495899,23-Jun,1.129678493,4.33348794
6/25/17,st6,nitrogen,23.3890898,35.43262358,47.02144665,-53.35092707,-37.52149936,-20.70964692,4345117621,14.22870845,0.020936066,0.07316704,0.98,0.169546942,4.79E-06,176,40.38059108,25-Jun,0.944328563,-2.08887578
6/26/17,st6,nitrogen,16.73071548,25.99597645,35.55934086,-53.79283965,-36.8005019,-20.47791495,1968290263,14.1293743,0.021021978,0.073250923,0.98,0.164248586,4.50E-06,177,40.39455369,26-Jun,0.706402769,-10.80452545
6/27/17,st6,nitrogen,20.86060946,32.11884827,43.26429365,-49.76919217,-34.57635121,-19.15274396,2827237332,14.11844986,0.020990409,0.073220392,0.98,0.142760331,7.42E-06,178,40.39608985,27-Jun,0.928925325,-2.45750294
6/28/17,st6,nitrogen,20.7816895,32.46998923,43.78370406,-52.46715435,-35.45311654,-20.14325269,1587026154,14.07063498,0.021799867,0.073985521,0.98,0.358580602,5.01E-06,179,40.40281476,28-Jun,0.915857121,-2.98312731
6/29/17,st6,nitrogen,21.47923061,31.29831843,41.29648023,-54.63956878,-39.13402878,-22.89919323,2560316285,14.33538463,0.021263021,0.073486545,0.98,0.174016739,4.93E-06,180,40.3656072,29-Jun,0.799772459,-7.83571035
6/30/17,st6,nitrogen,13.69299933,21.31246594,28.45078537,-56.27744059,-39.56211296,-22.71833913,1057796722,14.00420056,0.021286416,0.073507514,0.98,0.157401693,6.62E-06,181,40.41216213,30-Jun,0.538708991,-18.24964702
7/1/17,st6,nitrogen,18.93638072,28.52333957,37.95367926,-56.95305551,-39.39229972,-22.28213615,2893222498,14.44433809,0.021020272,0.073249477,0.98,0.182890019,4.00E-06,182,40.35031492,1-Jul,0.724084143,-10.86896015
7/2/17,st6,nitrogen,21.47103914,32.1236422,41.93319842,-62.50678958,-44.41830017,-26.38350992,4360596279,14.7127594,0.020977528,0.073207759,0.98,0.165163232,3.74E-06,183,40.31268975,2-Jul,0.723207373,-12.29465797
7/3/17,st6,nitrogen,16.32996788,24.92389925,33.46992713,-61.53127978,-42.50277398,-22.40999135,2369636482,14.329461,0.020887632,0.073119573,0.98,0.136832775,4.88E-06,184,40.36643895,3-Jul,0.586406413,-17.57887473
7/4/17,st6,nitrogen,17.97925276,26.94620213,35.35317089,-56.66265785,-39.03933894,-21.90851637,2833933425,14.56521274,0.020796788,0.073029067,0.98,0.159561887,3.36E-06,185,40.33336298,4-Jul,0.690232029,-12.09313681
7/5/17,st6,nitrogen,9.540776207,15.74557657,21.15016544,-60.91676206,-42.14621596,-23.04294979,965576909.2,13.96413301,0.020194674,0.07241336,0.98,0.116892279,5.18E-06,186,40.41780176,5-Jul,0.373594075,-26.40063939
7/6/17,st6,nitrogen,10.65897853,17.36569578,23.41687812,-62.38396109,-44.14411756,-26.02581677,1360751984,13.74495706,0.023583563,0.075463038,0.98,0.113747963,4.33E-06,187,40.4486793,6-Jul,0.393386407,-26.77842178
7/7/17,st6,nitrogen,14.75551114,23.17540859,30.99541072,-57.84438151,-41.06511588,-24.18580241,2444443577,14.43846727,0.018935671,0.071128574,0.98,0.123444089,5.02E-06,188,40.35113863,7-Jul,0.56435756,-17.88970729
7/11/17,st6,nitrogen,16.93619607,26.04248327,34.77918187,-51.80410762,-36.17633982,-20.74929854,5068435062,14.98422667,0.017889593,0.070003326,0.98,0.151852248,2.67E-06,192,40.27470893,11-Jul,0.719876123,-10.13385655
7/12/17,st6,nitrogen,7.299837089,12.34384673,16.56025709,-57.30274195,-40.24494369,-21.8881355,620409505.6,14.28216423,0.018884444,0.070970316,0.98,0.098430251,6.59E-06,193,40.37308122,12-Jul,0.306717953,-27.90109696
7/13/17,st6,nitrogen,13.89115575,21.20751689,28.25500355,-46.23012659,-32.74842847,-18.68900941,2209751848,14.9963029,0.016139439,0.068007518,0.98,0.149859838,4.66E-06,194,40.27302101,13-Jul,0.647588843,-11.54091158
7/14/17,st6,nitrogen,8.490255049,14.97039082,20.193886,-56.80086681,-39.24372279,-23.36607906,853785969.4,14.06780084,0.022487889,0.074141758,0.98,0.132440718,4.02E-06,195,40.40321344,14-Jul,0.38147224,-24.27333197
7/15/17,st6,nitrogen,10.14601412,16.02822863,21.44223362,-46.62441059,-32.06501129,-17.40320684,1880539870,14.43489001,0.017214613,0.069238579,0.98,0.111424352,3.93E-06,196,40.35164055,15-Jul,0.499866614,-16.03678266
7/16/17,st6,nitrogen,9.723199299,16.60674648,22.88488112,-41.72216458,-29.8474685,-16.91967811,2715737376,14.31754053,0.016414621,0.06832484,0.98,0.10488539,3.20E-06,197,40.36811283,16-Jul,0.556387101,-13.24072202
7/17/17,st6,nitrogen,9.836173698,14.95220841,19.64720891,-36.27690748,-25.76322504,-15.40550079,1716801923,14.58652799,0.015650781,0.067422429,0.98,0.125613942,4.29E-06,198,40.33037512,17-Jul,0.580370213,-10.81101663
7/18/17,st6,nitrogen,5.526480476,8.665767801,12.07394976,-44.10885854,-29.46439133,-16.82369879,440805860.4,13.59107416,0.022542317,0.074148872,0.98,0.058995524,5.41E-06,199,40.47038655,18-Jul,0.294109853,-20.79862353
7/19/17,st6,nitrogen,5.974991366,10.00987566,13.73941395,-36.01845242,-24.93309055,-13.41566535,1056690319,14.44302066,0.018964235,0.07081176,0.98,0.075495759,4.19E-06,200,40.35049976,19-Jul,0.401469511,-14.92321489
7/20/17,st6,nitrogen,5.739535018,9.405297385,12.88021468,-26.14948713,-18.51458734,-10.50905886,3769352098,15.00305331,0.015476975,0.067210106,0.98,0.073288873,2.19E-06,201,40.27207755,20-Jul,0.507993898,-9.109289955
7/21/17,st6,nitrogen,4.008577879,6.498241312,9.125042504,-26.09208169,-17.99972358,-9.870937518,1010917550,14.90704297,0.015016046,0.066640587,0.98,0.078167509,2.52E-06,202,40.28550037,21-Jul,0.36101895,-11.50148227
7/22/17,st6,nitrogen,2.931008334,4.973330889,6.975076191,-25.17926319,-17.15464946,-9.918155228,480883034.5,14.17197027,0.015189644,0.066855273,0.98,0.06755809,3.68E-06,203,40.38856513,22-Jul,0.289911543,-12.18131857
7/23/17,st6,nitrogen,5.383294071,8.233086531,11.02114874,-22.85635233,-16.07093616,-8.632847841,1520040200,14.43370035,0.01405505,0.065401604,0.98,0.084646571,3.05E-06,204,40.35180748,23-Jul,0.512296636,-7.837849629
7/24/17,st6,nitrogen,3.376671931,5.936665647,8.138988605,-22.69402285,-15.57722192,-8.498783549,861884229.4,14.50491202,0.013046842,0.064062632,0.98,0.06737402,3.13E-06,205,40.34181801,24-Jul,0.381111964,-9.640556273
7/25/17,st6,nitrogen,4.512327119,7.410803977,9.950920913,-21.61372326,-14.59550575,-7.485993384,1151705531,14.35528359,0.012562848,0.063385357,0.98,0.086456333,3.53E-06,206,40.36281339,25-Jul,0.50774561,-7.184701773
7/26/17,st6,nitrogen,5.777403386,9.603593038,12.92872984,-19.83806598,-13.24372263,-7.118007337,1799768453,14.91323396,0.011833805,0.062327946,0.98,0.069671154,6.62E-06,207,40.28463456,26-Jul,0.725143021,-3.640129592
7/27/17,st6,nitrogen,5.91854741,9.819592637,13.38756316,-20.76815986,-14.5605146,-7.742661123,4277620748,15.10248419,0.011347728,0.061597555,0.98,0.072268146,3.16E-06,208,40.25818596,27-Jul,0.674398736,-4.740921963
7/28/17,st6,nitrogen,7.207816032,11.32633456,14.66816825,-22.78056635,-15.60320244,-8.487602929,2950906451,14.87919026,0.010996464,0.061055774,0.98,0.094114197,3.74E-06,209,40.28939602,28-Jul,0.725898071,-4.27686788
7/29/17,st6,nitrogen,8.408575876,12.58238742,16.7875948,-22.41934939,-15.54213556,-8.783569078,3058360287,14.80936808,0.010825971,0.060784888,0.98,0.122769048,3.10E-06,210,40.29916508,29-Jul,0.809566187,-2.95974814
7/30/17,st6,nitrogen,9.259808194,14.4993124,19.17735032,-23.57841315,-16.39713206,-8.181683921,4850894714,14.95116725,0.010781908,0.06071209,0.98,0.123830294,2.86E-06,211,40.27933042,30-Jul,0.884259049,-1.89781966
7/31/17,st6,nitrogen,9.208993526,13.73568666,17.84766398,-25.36073972,-17.50284495,-9.721099445,3632069809,14.9916191,0.010382339,0.060071086,0.98,0.124545459,3.95E-06,212,40.27367566,31-Jul,0.784768802,-3.76715829
8/1/17,st6,nitrogen,9.257474786,13.56673901,18.04425918,-24.8744835,-17.65648064,-10.0502255,2005083305,14.76558223,0.010362407,0.060041921,0.98,0.121108634,4.94E-06,213,40.30529373,1-Aug,0.768371641,-4.08974163
8/2/17,st6,nitrogen,9.408516656,13.77022288,18.16286262,-25.5910651,-17.85124656,-10.020997,1447397575,14.79551733,0.0104044,0.060108214,0.98,0.147904599,5.71E-06,214,40.30110355,2-Aug,0.771387188,-4.08102368
8/3/17,st6,nitrogen,12.02975469,17.0157224,22.36833833,-26.41021085,-18.16921941,-10.58522096,2299284372,14.74140179,0.010700325,0.060581449,0.98,0.178903749,4.41E-06,215,40.30867903,3-Aug,0.936513673,-1.15349701
8/4/17,st6,nitrogen,10.17004424,14.61834671,19.15793828,-29.85611966,-20.5631094,-10.55166901,2051166775,14.76589493,0.010738235,0.060649061,0.98,0.145080757,5.46E-06,216,40.30524995,4-Aug,0.710901568,-5.94476269
8/5/17,st6,nitrogen,10.66680697,15.81802685,20.7954425,-32.57424755,-22.56094676,-13.86747327,1832345321,14.90534914,0.011248752,0.061445716,0.98,0.178199494,4.98E-06,217,40.28573726,5-Aug,0.701124249,-6.74291991
8/6/17,st6,nitrogen,12.40563299,18.24653097,23.78584995,-35.81594982,-25.05747197,-14.12253451,1962893880,14.84497524,0.012029677,0.06261604,0.98,0.156996424,6.52E-06,218,40.29418257,6-Aug,0.728187225,-6.810941
8/7/17,st6,nitrogen,18.47409465,25.50575687,33.21033673,-38.59177652,-27.37135175,-15.17101207,2643309360,14.8216576,0.012807559,0.06372606,0.98,0.191524251,1.10E-05,219,40.29744527,7-Aug,0.931841332,-1.86559488
8/8/17,st6,nitrogen,9.377835255,14.31389448,19.12986685,-43.48508651,-29.69623328,-16.32777138,897804360,14.21420197,0.013306482,0.064412018,0.98,0.114451417,1.16E-05,220,40.38262954,8-Aug,0.48201044,-15.3823388
8/9/17,st6,nitrogen,19.25136251,27.28330952,35.6770673,-46.54633567,-32.64654853,-19.09950421,1815759000,14.44926179,0.014352331,0.065795836,0.98,0.214535842,8.70E-06,221,40.34962412,9-Aug,0.835718039,-5.36323901
6/4/15,st9,ambient,1.781738702,3.082056629,4.225110398,-6.629741764,-4.547181222,-2.498729946,2437861493,9.40003273,0.004202024,0.051086278,0.69,0.015316596,6.23E-07,155,41.07068047,4-Jun,0.677794985,-1.465124593
6/5/15,st9,ambient,1.847377563,3.140285616,4.331700445,-6.130231538,-4.108728534,-2.297085925,2543924112,9.515054201,0.004142602,0.050567584,0.69,0.01575376,5.99E-07,156,41.05396807,5-Jun,0.764296203,-0.968442918
6/6/15,st9,ambient,1.595015756,2.902870734,4.043163829,-5.16192912,-3.438616741,-1.59962513,5745146845,9.490561746,0.004440978,0.050263687,0.69,0.010824316,7.00E-07,157,41.05752564,6-Jun,0.844197232,-0.535746007
6/7/15,st9,ambient,1.214819028,2.241522767,3.116929191,-5.114565557,-3.498414756,-1.792525665,2442989866,8.901825494,0.00323129,0.045873872,0.69,0.014269206,7.51E-07,158,41.14322639,7-Jun,0.640725278,-1.256891989
6/8/15,st9,ambient,1.20749487,2.280856036,3.072801971,-4.151118984,-2.783196359,-1.430136811,556921829.2,8.239015146,0.004787145,0.044662179,0.69,0.007434217,1.15E-06,159,41.24013905,8-Jun,0.819509564,-0.502340323
6/9/15,st9,ambient,1.319380961,2.217113088,3.04578208,-5.059361142,-3.455195311,-1.885621564,1386808152,8.397614438,0.003997459,0.050867607,0.69,0.011834711,7.58E-07,160,41.21690796,9-Jun,0.641675184,-1.238082223
6/10/15,st9,ambient,1.298036211,2.224197305,3.095328263,-4.650406588,-3.066272994,-1.484758106,1482562490,9.129893454,0.003913004,0.050451737,0.69,0.013004862,6.37E-07,161,41.10998473,10-Jun,0.725374847,-0.842075689
6/11/15,st9,ambient,1.497433655,2.508175762,3.495425567,-4.42886676,-2.838969438,-1.469118869,3761563912,9.600113278,0.003870523,0.049346637,0.69,0.01336184,4.06E-07,162,41.0416179,11-Jun,0.883481072,-0.330793676
6/12/15,st9,ambient,1.250403619,1.99347504,2.70541,-3.871914272,-2.620587537,-1.326711718,2264826614,9.281126132,0.002779428,0.042988212,0.69,0.012175114,4.53E-07,163,41.08797167,12-Jun,0.760697749,-0.627112497
6/13/15,st9,ambient,0.764661504,1.273557487,1.732957814,-2.6919234,-1.823296503,-0.980933141,5344928183,10.13209454,0.002546037,0.040136477,0.69,0.009738679,1.35E-07,164,40.964545,13-Jun,0.698491707,-0.549739016
6/14/15,st9,ambient,0.668528834,1.127660376,1.616130133,-2.020476177,-1.367623433,-0.717042488,4537702214,10.39294983,0.002389263,0.038850653,0.69,0.009919522,1.26E-07,165,40.92685823,14-Jun,0.82454011,-0.239963057
6/15/15,st9,ambient,0.500274631,0.829273541,1.108552745,-1.473450442,-1.018540867,-0.592912467,2490477307,10.14102276,0.002337426,0.037552168,0.69,0.007887445,1.50E-07,166,40.96325396,15-Jun,0.814177975,-0.189267326
6/19/15,st9,ambient,1.034473061,1.774452314,2.402857497,-0.503209951,-0.343442766,-0.183862213,1124816318,9.315533055,0.005401092,0.052062396,0.69,0.008159721,5.04E-07,170,41.08296678,19-Jun,5.16666091,1.431009548
6/20/15,st9,ambient,1.489355489,2.593885573,3.637559407,-0.826659447,-0.567733922,-0.285153185,2523948872,10.53142334,0.004851877,0.052631005,0.69,0.014440973,3.61E-07,171,40.90688059,20-Jun,4.568840213,2.026151651
6/21/15,st9,ambient,1.623184012,2.620995293,3.629735842,-0.938593165,-0.639137549,-0.326635938,3458368652,11.43764589,0.004677909,0.052145608,0.69,0.01352723,3.14E-07,172,40.77661936,21-Jun,4.100831342,1.981857744
6/24/15,st9,ambient,1.486880508,2.412024774,3.321290784,-2.565381511,-1.742295227,-0.924990616,3604968095,11.92084297,0.003508173,0.048279049,0.69,0.017600328,5.03E-07,175,40.7075027,24-Jun,1.384394985,0.669729547
6/25/15,st9,ambient,1.379249598,2.46286384,3.340558445,-2.01907354,-1.370323452,-0.740773279,4637664208,12.20850244,0.002906111,0.043914082,0.69,0.018853663,3.09E-07,176,40.66646696,25-Jun,1.797286499,1.092540388
6/26/15,st9,ambient,1.04555571,1.878138747,2.613873892,-1.535317895,-1.011710412,-0.547704949,2707286479,11.32774739,0.002461075,0.039711097,0.69,0.011471625,4.17E-07,177,40.79237205,26-Jun,1.856399544,0.866428335
6/27/15,st9,ambient,0.509995245,0.895640108,1.25809764,-0.553868298,-0.379809011,-0.194400161,2552580392,11.80777003,0.002032476,0.034963887,0.69,0.00615725,2.97E-07,178,40.72365568,27-Jun,2.358132856,0.515831097
6/28/15,st9,ambient,0.673412546,1.132246384,1.581821591,-0.795583529,-0.526375695,-0.265064253,2206675373,11.92510836,0.002138425,0.036026505,0.69,0.007660027,4.08E-07,179,40.70689362,28-Jun,2.151023299,0.605870689
6/29/15,st9,ambient,0.581260093,0.91600671,1.261099239,-0.453827968,-0.30849574,-0.162785482,2514777231,12.22877057,0.001698699,0.030889896,0.69,0.006204013,2.76E-07,180,40.66357875,29-Jun,2.969268587,0.60751097
6/30/15,st9,ambient,0.529552494,0.860845362,1.171339576,-0.415051667,-0.275913607,-0.1375465,2974071992,12.2456848,0.001499192,0.027843573,0.69,0.005969702,2.40E-07,181,40.66116879,30-Jun,3.119981546,0.584931755
7/2/15,st9,ambient,1.630333152,2.762403979,3.801495237,-2.545973274,-1.706539479,-0.87253404,2451768199,12.46654959,0.002794852,0.042849618,0.69,0.021523903,6.69E-07,183,40.62972586,2-Jul,1.618716715,1.0558645
7/3/15,st9,ambient,2.466817676,4.17378854,5.789503607,-2.564047202,-1.667477825,-0.773566057,3219145598,13.24521692,0.003438636,0.047541998,0.69,0.031595992,5.61E-07,184,40.51925949,3-Jul,2.5030549,2.506310715
7/4/15,st9,ambient,2.509567459,4.347883949,5.977328576,-3.258034809,-2.19500995,-1.144983786,2884894847,13.2153302,0.00348137,0.048117395,0.69,0.031224166,6.79E-07,185,40.52348831,4-Jul,1.980803754,2.152873999
7/5/15,st9,ambient,2.427310432,3.862716233,5.326005235,-3.517880526,-2.284088493,-1.14244232,1728755492,12.97160063,0.003631064,0.049107104,0.69,0.030444474,8.88E-07,186,40.5580078,5-Jul,1.691141234,1.57862774
7/6/15,st9,ambient,3.26954501,5.162682078,6.906906761,-3.519476514,-2.325022005,-1.18386223,3080097756,13.22130258,0.003505645,0.048306454,0.69,0.036309574,7.96E-07,187,40.52264318,6-Jul,2.220487405,2.837660073
7/7/15,st9,ambient,2.672528999,4.704648054,6.512583806,-3.678312533,-2.449898938,-1.266803173,3719366042,13.50286986,0.002823172,0.043399321,0.69,0.03027285,9.08E-07,188,40.48283946,7-Jul,1.920343726,2.254749116
7/8/15,st9,ambient,3.702967285,5.932555219,7.918845278,-4.589017154,-3.047632696,-1.564125635,3660809255,13.36871553,0.0033691,0.047552395,0.69,0.043614583,7.58E-07,189,40.50179441,8-Jul,1.946610964,2.884922523
7/9/15,st9,ambient,2.862518847,4.578264435,6.161713068,-2.955034235,-1.985113853,-1.036193664,5460712168,13.13446272,0.002629987,0.041220523,0.69,0.038695377,3.87E-07,190,40.53493508,9-Jul,2.306298164,2.593150582
7/10/15,st9,ambient,2.590785204,4.077962478,5.651046004,-3.518117986,-2.353657283,-1.125626256,3078855376,12.94413229,0.002595345,0.040843053,0.69,0.033331595,7.94E-07,191,40.56190184,10-Jul,1.732606742,1.724305195
7/11/15,st9,ambient,2.2610307,3.910771939,5.3666116,-3.032003791,-2.091361045,-1.146404569,2174926224,12.48892892,0.002565254,0.040922606,0.69,0.030002561,9.13E-07,192,40.62654259,11-Jul,1.869964992,1.819410894
7/12/15,st9,ambient,3.698161415,5.909055205,8.131013855,-4.7393402,-3.255287599,-1.771459318,2680465487,13.01087491,0.002972613,0.044596741,0.69,0.042247125,1.17E-06,193,40.5524414,12-Jul,1.815217558,2.653767606
7/13/15,st9,ambient,2.781533479,4.359826907,5.865300176,-4.563036058,-3.08407645,-1.580946381,1164201174,12.98934774,0.003082861,0.04530409,0.69,0.038957757,1.44E-06,194,40.55549229,13-Jul,1.413657209,1.275750457
7/14/15,st9,ambient,2.59866142,4.464485057,6.097727123,-5.018283464,-3.359457922,-1.808345348,1209867177,12.54130569,0.002997647,0.044891049,0.69,0.036832358,1.55E-06,195,40.61909438,14-Jul,1.328930191,1.105027135
7/15/15,st9,ambient,4.003415008,6.334630635,8.711067838,-4.059116267,-2.753341295,-1.52244366,3681726555,13.50175952,0.002752877,0.042739784,0.69,0.04367834,9.58E-07,196,40.48299627,15-Jul,2.300706653,3.58128934
7/16/15,st9,ambient,4.209588839,6.411043462,8.768590828,-5.575472587,-3.750267589,-1.902354782,2521794965,13.36265256,0.002849976,0.043764284,0.69,0.050518872,1.31E-06,197,40.50265148,16-Jul,1.709489606,2.660775873
7/17/15,st9,ambient,2.852147198,4.798352274,6.721557461,-4.098450508,-2.696056713,-1.39642574,3250044776,13.67817021,0.002452731,0.039848955,0.69,0.030629967,1.34E-06,198,40.45809762,17-Jul,1.779766817,2.102295561
7/18/15,st9,ambient,4.278074341,7.279063599,10.24988557,-4.682194463,-3.193110084,-1.688701837,4214973572,13.42116957,0.002878043,0.043332219,0.69,0.043638497,1.48E-06,199,40.49438095,18-Jul,2.279615612,4.085953515
7/20/15,st9,ambient,2.819507829,4.694155095,6.689206915,-2.653465151,-1.772730581,-0.860739042,2780592814,11.73383153,0.002544772,0.040428424,0.69,0.031606043,1.13E-06,201,40.73422506,20-Jul,2.647979984,2.921424514
7/21/15,st9,ambient,3.094680758,5.185024159,7.135736908,-2.662453829,-1.805327518,-0.962145352,2624658330,12.44754657,0.002428456,0.039573715,0.69,0.043540823,8.74E-07,202,40.63242927,21-Jul,2.872068424,3.379696641
7/22/15,st9,ambient,4.405689068,6.979009638,9.475376208,-4.607294517,-3.114098609,-1.671522242,3224903156,12.9419885,0.002726327,0.042523494,0.69,0.049999521,1.35E-06,203,40.56220578,22-Jul,2.241101042,3.864911029
7/23/15,st9,ambient,2.481559934,4.138905743,5.733785532,-3.228304851,-2.157347943,-1.033963841,4189580088,13.15369094,0.002187733,0.036577524,0.69,0.03025897,7.99E-07,204,40.53221274,23-Jul,1.918515628,1.9815578
